"","X","designation","l","b","ra","dec","mag_j","dj_m","mag_h","dh_m","mag_ks","dks_m","mag3_6","d3_6m","mag4_5","d4_5m","ra_epoch2000","dec_epoch2000","errHalfMaj","errHalfMin","errPosAng","source_id","ra_x","ra_error","dec_x","dec_error","parallax","parallax_error","pmra","pmra_error","pmdec","pmdec_error","duplicated_source","phot_g_mean_flux","phot_g_mean_flux_error","phot_g_mean_mag","phot_bp_mean_flux","phot_bp_mean_flux_error","phot_bp_mean_mag","phot_rp_mean_flux","phot_rp_mean_flux_error","phot_rp_mean_mag","bp_rp","radial_velocity","radial_velocity_error","rv_nb_transits","teff_val","a_g_val","e_bp_min_rp_val","radius_val","lum_val","angDist"
"43",277,"SSTGLMC G189.5071+00.8068",189.507128,0.8068,92.439361,21.112224,14.767,0.028,13.475,0.022,12.769,0.025,11.762,0.034,11.383,0.033,92.4393634215055,21.1122437516183,0.01,0.008,90,3375377929927837696,92.43936665494,0.3073,21.11223248018,0.2792,0.5689,0.3335,0.701,0.617,-2.618,0.529,"false",530.33,3.85053,18.877,88.5819,12.5545,20.483027,851.374,22.0764,17.436619,3.046408,NA,NA,0,NA,NA,NA,NA,NA,0.071569
"44",296,"SSTGLMC G190.0534+00.5524",190.05342,0.552439,92.483594,20.511073,14.949,0.037,13.783,0.039,12.826,0.033,11.601,0.064,10.976,0.044,92.4836204732546,20.5110615761789,0.008,0.007,90,3375202562118146048,92.48361507247,0.2869,20.51104894689,0.2862,0.1574,0.3163,-1.175,0.525,-2.933,0.445,"false",603.011,12.1773,18.737553,399.665,18.2813,18.847147,1051.38,46.0136,17.207523,1.639624,NA,NA,0,NA,NA,NA,NA,NA,0.09828
"45",297,"SSTGLMC G189.9663+00.5261",189.966319,0.526136,92.41404,20.5746,15.606,0.051,14.394,0.043,13.605,0.04,12.943,0.05,12.623,0.027,92.4140346044291,20.5746093808367,0.006,0.005,90,3375206680991973376,92.41403484771,0.2358,20.57459805499,0.2248,0.3941,0.2472,0.053,0.404,-2.631,0.335,"false",1046.46,9.97743,18.139055,473.64,21.4404,18.662767,1484.41,40.8889,16.833033,1.829735,NA,NA,0,NA,NA,NA,NA,NA,0.038356
"46",299,"SSTGLMC G190.0222+00.4924",190.022212,0.492456,92.411425,20.509392,14.934,0.036,13.967,0.035,13.565,0.037,13.009,0.028,12.67,0.027,92.4114394112271,20.5094154389228,0.008,0.007,90,3375203141940085248,92.4114362943,0.2951,20.50940112646,0.2903,0.4643,0.3054,-0.678,0.511,-3.324,0.435,"false",845.411,4.07835,18.370697,527.182,16.8076,18.546486,1444.91,16.7568,16.86232,1.684166,NA,NA,0,NA,NA,NA,NA,NA,0.097371
"47",300,"SSTGLMC G190.0418+00.5197",190.041894,0.519728,92.447073,20.505352,15.538,0.049,14.205,0.035,13.344,0.03,12.072,0.041,11.541,0.034,92.4470831943303,20.505380226972,0.011,0.009,90,3375202901421915648,92.44707826712,0.353,20.50536682283,0.3645,0.1432,0.4613,-1.072,0.683,-3.113,0.603,"false",331.8,5.14598,19.386175,328.037,20.7646,19.061579,748.108,25.2917,17.57701,1.48457,NA,NA,0,NA,NA,NA,NA,NA,0.107274
"48",304,"SSTGLMC G189.8659+00.4907",189.86595,0.490742,92.329065,20.64531,14.853,0.036,13.48,0.031,12.655,0.025,11.51,0.067,11.181,0.03,92.3290380183765,20.6453526510756,0.012,0.01,90,3375219879426285568,92.329040999,0.4167,20.64534031841,0.3467,0.539,0.4745,0.648,0.781,-2.864,0.626,"false",352.894,12.0544,19.319254,312.818,22.8786,19.11316,890.353,54.4125,17.388014,1.725145,NA,NA,0,NA,NA,NA,NA,NA,0.178432
"49",305,"SSTGLMC G189.8624+00.4828",189.862486,0.482806,92.319852,20.644499,NA,NA,14.091,0.071,13.577,0.058,13.022,0.074,12.598,0.036,92.3198471830227,20.6445806701173,0.008,0.007,90,3375219840773348352,92.31984689668,0.3043,20.64457004024,0.2816,0.8024,0.3831,-0.062,0.518,-2.469,0.439,"false",588.207,5.09709,18.76454,264.002,20.4516,19.297369,1072.94,17.4084,17.185478,2.111891,NA,NA,0,NA,NA,NA,NA,NA,0.29446
"50",306,"SSTGLMC G189.8815+00.5051",189.88156,0.505158,92.350619,20.638628,15.92,0.067,14.883,0.059,14.166,0.046,13.786,0.106,13.418,0.036,92.3506249553573,20.6386350653179,0.011,0.01,90,3375208055382175744,92.35063005187,0.3971,20.63861967217,0.3647,-0.247,0.5094,1.108,0.74,-3.575,0.648,"false",371.09,4.15199,19.26467,283.168,22.9811,19.22128,730.285,13.6435,17.60319,1.61809,NA,NA,0,NA,NA,NA,NA,NA,0.032396
"51",314,"SSTGLMC G189.9406+00.5291",189.940646,0.529167,92.403611,20.598536,15.244,0.044,13.962,0.031,13.208,0.025,12.35,0.056,11.909,0.024,92.4036193393092,20.5985447083349,0.011,0.01,90,3375207058949114368,92.4036198967,0.3853,20.59853405276,0.3921,0.4588,0.5138,0.121,0.729,-2.475,0.63,"false",435.068,1.88272,19.091972,271.594,22.1756,19.266586,805.864,8.6642,17.496265,1.770321,NA,NA,0,NA,NA,NA,NA,NA,0.042102
"52",319,"SSTGLMC G189.9264+00.4954",189.926406,0.495406,92.364686,20.594665,16.234,0.091,15.368,0.095,15.01,0.099,14.467,0.061,14.076,0.034,92.3647181637183,20.5947031018784,0.015,0.013,90,3375207677425020928,92.36472271588,0.5135,20.59468627701,0.5059,0.5378,0.7286,0.99,0.939,-3.908,0.813,"false",223.3,1.70668,19.816143,203.577,23.988,19.579567,523.422,2.54002,17.96479,1.614777,NA,NA,0,NA,NA,NA,NA,NA,0.174823
"53",321,"SSTGLMC G189.9026+00.4891",189.902644,0.489189,92.34659,20.61245,9.932,0.021,9.574,0.022,9.224,0.017,8.666,0.04,8.24,0.019,92.3466213947616,20.6125031148866,0.001,0.001,90,3375207956598956544,92.34662333926,0.0466,20.61249062064,0.0404,0.529,0.0549,0.423,0.083,-2.902,0.07,"false",580321,271.04,11.279196,301259,607.143,11.654039,409537,745.506,10.731187,0.922853,NA,NA,0,5365.59,NA,NA,10.67,85.04,0.218525
"54",322,"SSTGLMC G189.9093+00.4959",189.909314,0.495978,92.356386,20.609899,15.132,0.039,14.158,0.035,13.693,0.033,12.945,0.039,12.57,0.017,92.3563896504141,20.6099178030143,0.006,0.005,90,3375207952302940672,92.35638553635,0.219,20.60990604813,0.2063,-0.278,0.2577,-0.894,0.388,-2.73,0.327,"false",838.903,7.34675,18.379087,278.295,10.8976,19.240124,1267.67,49.7721,17.004404,2.23572,NA,NA,0,NA,NA,NA,NA,NA,0.068799
"55",324,"SSTGLMC G189.8941+00.5119",189.894163,0.511931,92.363469,20.630877,12.946,0.023,12.136,0.022,11.527,0.02,10.549,0.03,10.016,0.017,92.3634726253901,20.6308981791107,0.002,0.001,90,3375207990958686208,92.36347406749,0.0546,20.63089038907,0.0495,0.5049,0.0684,0.313,0.099,-1.809,0.084,"false",13852.3,20.0728,15.334562,5055.49,26.2787,16.09198,13482.2,40.4558,14.437516,1.654464,NA,NA,0,4279.75,NA,NA,3.17,3.044,0.077217
"56",328,"SSTGLMC G189.9027+00.5051",189.902758,0.505097,92.361522,20.620049,15.084,0.04,14.085,0.036,13.397,0.033,12.375,0.05,11.869,0.023,92.3615541144035,20.6201114708349,0.009,0.008,90,3375207986662067712,92.36155639158,0.2835,20.62009938799,0.2648,0.4535,0.3393,0.495,0.594,-2.806,0.537,"false",586.866,5.67314,18.76702,319.5,17.6268,19.090212,1156.35,35.8058,17.104195,1.986017,NA,NA,0,NA,NA,NA,NA,NA,0.249572
"57",333,"SSTGLMC G189.8925+00.4859",189.892521,0.485917,92.338296,20.619724,16.006,0.072,14.876,0.063,14.41,0.058,13.362,0.047,12.885,0.024,92.3383124022811,20.619747907721,0.015,0.013,90,3375208021022953472,92.3383126662,0.5891,20.61973726292,0.4782,1.0709,0.8651,0.057,0.951,-2.472,0.806,"false",293.818,13.7445,19.51817,184.223,21.8541,19.688028,581.115,39.3868,17.851265,1.836763,NA,NA,0,NA,NA,NA,NA,NA,0.102284
"58",338,"SSTGLMC G189.9342+00.4999",189.93422,0.499931,92.372956,20.590016,15.875,0.064,14.701,0.046,14.01,0.037,13.199,0.033,12.828,0.024,92.3729557982076,20.5900434650902,0.01,0.009,90,3375207677424398336,92.37295814208,0.3418,20.59002863969,0.3303,0.1632,0.4409,0.51,0.663,-3.443,0.59,"false",454.545,6.40758,19.044422,286.763,16.2526,19.207579,781.069,26.6772,17.530197,1.677382,NA,NA,0,NA,NA,NA,NA,NA,0.098877
"59",340,"SSTGLMC G190.0001+00.5039",190.000137,0.503917,92.410737,20.534255,13.704,0.023,12.744,0.025,12.336,0.023,11.639,0.026,11.253,0.026,92.4107498091001,20.5342704219419,0.003,0.003,90,3375203249314803712,92.41074591574,0.0903,20.53425705803,0.0859,-0.2489,0.1094,-0.847,0.182,-3.104,0.176,"false",5649.42,33.4528,16.308357,1828.81,59.2118,17.195969,6506.37,107.385,15.228573,1.967396,NA,NA,0,3842,NA,NA,NA,NA,0.070336
"60",342,"SSTGLMC G189.9816+00.4738",189.981641,0.473814,92.373049,20.535881,15.911,0.067,15.031,0.069,14.591,0.064,13.708,0.03,13.385,0.027,92.3730555869024,20.5358936293384,0.012,0.01,90,3375206135530968576,92.37305102076,0.426,20.53588098632,0.4131,0.2928,0.4669,-0.993,0.759,-2.936,0.667,"false",428.754,2.06701,19.107845,346.992,12.6221,19.00059,811.855,17.6235,17.488224,1.512365,NA,NA,0,NA,NA,NA,NA,NA,0.050599
"61",352,"SSTGLMC G190.0877+00.7195",190.087792,0.719592,92.657629,20.561676,15.028,0.035,13.85,0.032,13.133,0.028,11.807,0.029,11.328,0.032,92.6576547902046,20.5616873292974,0.007,0.006,90,3375016607215931392,92.65765812288,0.1961,20.56167197179,0.1867,0.9352,0.2157,0.725,0.473,-3.567,0.386,"false",1243.93,23.0786,17.951378,398.83,23.7059,18.849419,1571.59,78.2308,16.771069,2.07835,NA,NA,0,NA,NA,NA,NA,NA,0.096022
"62",358,"SSTGLMC G189.7055+00.5950",189.705567,0.595044,92.343657,20.836132,15.643,0.055,14.701,0.049,13.957,0.039,13.197,0.038,12.825,0.031,92.343703697552,20.8361624118615,0.008,0.006,90,3375226815798871040,92.34370050058,0.2768,20.83615097418,0.2678,0.5506,0.3181,-0.694,0.493,-2.656,0.417,"false",648.575,4.99699,18.658464,182.923,13.1769,19.695715,812.893,22.281,17.486837,2.208878,NA,NA,0,NA,NA,NA,NA,NA,0.1915
"63",359,"SSTGLMC G189.8246+00.5277",189.824677,0.527722,92.3423,20.699324,14.084,0.025,13.214,0.022,12.725,0.021,12.015,0.038,11.769,0.031,92.3423227172125,20.6993487371186,0.007,0.006,90,3375221769213762048,92.34232519886,0.2128,20.69934044276,0.2054,1.7721,0.2675,0.539,0.43,-1.926,0.408,"false",2598.72,76.1582,17.151466,924.906,81.1877,17.936144,3608.57,239.432,15.868582,2.067562,NA,NA,0,NA,NA,NA,NA,NA,0.117402
"64",363,"SSTGLMC G189.8366+00.6065",189.836655,0.606575,92.422275,20.726988,14.391,0.028,13.514,0.026,12.939,0.023,11.921,0.043,11.599,0.042,92.4222994326938,20.7269938185794,0.002,0.002,90,3375222009731911168,92.42230175945,0.0824,20.7269849694,0.0761,0.5167,0.0966,0.505,0.161,-2.055,0.151,"false",3141.95,11.7374,16.945366,1071.59,13.8098,17.776316,3297.42,34.308,15.966484,1.809832,NA,NA,0,4118.33,NA,NA,NA,NA,0.08489
"65",364,"SSTGLMC G189.8973+00.6310",189.897317,0.631047,92.476526,20.685719,15.794,0.061,15.036,0.077,14.441,0.061,13.433,0.039,13.131,0.039,92.4765994301565,20.6857003872029,0.009,0.008,90,3375209910807475200,92.47660114156,0.3255,20.68569336168,0.3055,0.4665,0.3626,0.372,0.605,-1.632,0.508,"false",507.216,4.05014,18.925383,202.335,12.2484,19.58621,671.846,10.0595,17.693745,1.892466,NA,NA,0,NA,NA,NA,NA,NA,0.256223
"66",366,"SSTGLMC G189.8461+00.5117",189.846111,0.511719,92.33842,20.672823,11.366,0.022,10.531,0.023,9.635,0.018,8.252,0.024,7.679,0.02,92.3384414642481,20.6728471303745,0.001,0.001,90,3375220188665802752,92.33844251444,0.0292,20.67283895852,0.0262,0.4222,0.0358,0.228,0.053,-1.898,0.044,"false",59757,31.0138,13.747394,24345.9,164.817,14.385324,57192.5,124.001,12.868571,1.516752,NA,NA,0,4376.3,NA,NA,7.36,17.924,0.113018
"67",372,"SSTGLMC G189.9021+00.5577",189.902136,0.557781,92.41047,20.64608,15.704,0.056,14.762,0.054,14.477,0.061,13.842,0.083,13.531,0.038,92.4104615113536,20.646080245704,0.01,0.009,90,3375209395411366400,92.41046441331,0.3286,20.64606462978,0.3208,0.2584,0.4341,0.631,0.644,-3.627,0.6,"false",416.787,1.66168,19.13858,159.738,7.40147,19.842865,779.953,14.1213,17.531748,2.311117,NA,NA,0,NA,NA,NA,NA,NA,0.02861
"68",374,"SSTGLMC G189.8922+00.5314",189.8922,0.531475,92.380731,20.642051,15.42,0.049,14.215,0.043,13.477,0.038,12.355,0.04,11.797,0.02,92.380759671186,20.6420950122429,0.01,0.008,90,3375208128397633536,92.38075506485,0.3971,20.64208082026,0.3372,-0.245,0.496,-1.001,0.614,-3.296,0.533,"true",583.427,19.361,18.7734,270.855,23.293,19.269547,873.083,74.6298,17.40928,1.860266,NA,NA,0,NA,NA,NA,NA,NA,0.185564
"69",379,"SSTGLMC G189.9695+00.6197",189.96959,0.619769,92.503293,20.616997,15.853,0.076,15.176,0.101,14.522,0.071,14.401,0.078,13.901,0.121,92.503363844146,20.6170713526819,0.01,0.008,90,3.375205444043e+18,92.50336673289,0.3184,20.61706081043,0.3353,1.1204,0.4408,0.628,0.616,-2.449,0.548,"false",366.057,2.19538,19.279493,183.52,8.34252,19.692183,639.578,12.2786,17.747187,1.944996,NA,NA,0,NA,NA,NA,NA,NA,0.358646
"70",386,"SSTGLMC G190.1256+01.0617",190.125645,1.061789,92.997575,20.693245,14.336,0.025,13.42,0.029,12.868,0.026,11.979,0.029,11.821,0.027,92.9976223509929,20.6932577021575,0.003,0.002,90,3375115425824731648,92.99762085226,0.0864,20.69324823782,0.0783,0.5322,0.0838,-0.326,0.17,-2.198,0.138,"false",3350.86,10.0334,16.875477,1051.63,19.0916,17.796728,3572.82,30.1309,15.879393,1.917336,NA,NA,0,3828.5,NA,NA,NA,NA,0.165893
"71",391,"SSTGLMC G190.1361+01.0459",190.136183,1.045978,92.988166,20.676407,15.524,0.084,14.619,0.129,14.002,0.079,13.477,0.038,13.097,0.022,92.9881825809464,20.676396313405,0.011,0.009,90,3375115322745526272,92.988184742,0.3888,20.67638105369,0.335,-0.1726,0.3909,0.47,0.716,-3.544,0.569,"false",536.948,6.32408,18.863535,197.725,23.6528,19.611237,871.081,40.5179,17.411774,2.199463,NA,NA,0,NA,NA,NA,NA,NA,0.067815
"72",392,"SSTGLMC G190.1232+01.0441",190.123264,1.044161,92.979828,20.686861,14.504,0.026,13.643,0.029,13.26,0.031,12.505,0.029,12.191,0.031,92.9798552794177,20.686882177791,0.003,0.002,90,3.375115391465e+18,92.97985379773,0.0987,20.68687223364,0.0892,0.6983,0.0974,-0.322,0.195,-2.31,0.153,"false",2916.23,13.7001,17.026314,906.618,27.0604,17.957827,3088.15,64.2623,16.037672,1.920155,NA,NA,0,3862.21,NA,NA,1.47,0.432,0.119388
"73",395,"SSTGLMC G190.0962+01.0187",190.096228,1.018786,92.942152,20.698367,14.616,0.038,13.635,0.042,13.091,0.034,12.213,0.033,11.882,0.025,92.9421816818713,20.6983734450622,0.007,0.006,90,3375115284087121408,92.94217500039,0.2447,20.69835949335,0.2218,1.0281,0.2466,-1.452,0.476,-3.24,0.408,"false",1701.71,12.2286,17.61115,476.869,25.4835,18.655392,2089.21,32.7383,16.461967,2.193424,NA,NA,0,NA,NA,NA,NA,NA,0.102615
"74",398,"SSTGLMC G190.1727+00.9876",190.172696,0.987686,92.952294,20.616375,12.467,0.023,12.267,0.029,12.102,0.025,11.691,0.06,11.431,0.047,92.9522554235463,20.6164728545098,0.001,0.001,90,3375114017075491328,92.95225391637,0.0321,20.61646229032,0.0285,0.5612,0.0311,-0.328,0.059,-2.454,0.052,"false",59072.5,23.5248,13.759903,33208.1,71.1881,14.048279,40747.9,430.777,13.236657,0.811622,NA,NA,0,5744.1,NA,NA,2.75,7.422,0.375491
"75",402,"SSTGLMC G190.1670+01.0604",190.167033,1.060436,93.017558,20.656303,13.06,0.024,12.585,0.021,12.293,0.023,11.439,0.029,10.974,0.023,93.0176050406106,20.6563290950947,0.001,0.001,90,3375114532471540736,93.01760400578,0.0363,20.65631854729,0.0326,0.519,0.0352,-0.225,0.07,-2.45,0.058,"false",20275.3,73.0021,14.92095,8329.86,92.2464,15.549794,17638.7,160.53,14.145751,1.404043,NA,NA,0,4455.76,2.15,0.9875,3.31,3.886,0.184213
"76",403,"SSTGLMC G190.1417+01.0465",190.141773,1.046572,92.991594,20.671791,14.596,0.072,13.68,0.077,13.241,0.053,12.508,0.029,12.036,0.023,92.991651050701,20.671735305671,0.008,0.006,90,3375115318449706496,92.99165210439,0.2578,20.6717235276,0.2279,0.0148,0.2597,0.229,0.49,-2.736,0.382,"false",775.273,5.92919,18.46473,372.692,19.7935,18.923014,1786.23,49.7045,16.632074,2.290939,NA,NA,0,NA,NA,NA,NA,NA,0.277715
"77",404,"SSTGLMC G190.1433+01.0476",190.143331,1.047681,92.993433,20.670958,15.029,0.032,14.043,0.025,13.513,0.033,12.908,0.03,12.504,0.026,92.993481338224,20.6709705293839,0.006,0.004,90,3.375115318447e+18,92.99347863744,0.1764,20.67095956908,0.1602,0.335,0.1668,-0.587,0.355,-2.546,0.28,"false",1026.3,9.4349,18.160181,276.526,19.1472,19.24705,1275.9,35.0395,16.997375,2.249674,NA,NA,0,NA,NA,NA,NA,NA,0.168947
"78",405,"SSTGLMC G190.1391+01.0402",190.139153,1.04025,92.984322,20.67105,15.644,0.061,14.782,0.069,14.346,0.053,13.589,0.035,13.2,0.032,92.9843653338198,20.6710693762374,0.009,0.007,90,3.375115318447e+18,92.98436737119,0.2843,20.67105895405,0.2511,0.6932,0.2798,0.443,0.562,-2.421,0.482,"false",632.247,7.10142,18.68615,228.349,18.4016,19.45489,840.081,23.6913,17.451118,2.003771,NA,NA,0,NA,NA,NA,NA,NA,0.16177
"79",415,"SSTGLMC G190.1340+01.0285",190.134021,1.028539,92.97071,20.669921,14.562,0.03,13.739,0.03,13.391,0.028,12.846,0.043,12.521,0.025,92.9707488602458,20.6699342505822,0.004,0.004,90,3375115013507887104,92.97074864785,0.1323,20.66992395386,0.1197,0.6193,0.1273,-0.046,0.267,-2.391,0.227,"false",1977.54,14.9181,17.448055,543.483,25.42,18.513424,2310.98,45.8474,16.352428,2.160996,NA,NA,0,NA,NA,NA,NA,NA,0.139313
"80",420,"SSTGLMC G190.1618+01.0304",190.161801,1.030475,92.986792,20.646494,15.334,0.067,14.43,0.082,14.097,0.043,13.58,0.033,13.277,0.033,92.9868131421842,20.6465151142603,0.006,0.005,90,3375114184575631360,92.98680964167,0.1804,20.64650465193,0.1611,0.5281,0.1754,-0.761,0.369,-2.43,0.29,"false",941.154,4.07699,18.254213,256.803,16.0693,19.327387,1136.88,13.4277,17.122631,2.204756,NA,NA,0,NA,NA,NA,NA,NA,0.104166
"81",436,"SSTGLMC G190.0357+00.9753",190.035714,0.975353,92.870328,20.730522,13.585,0.025,12.441,0.024,11.424,0.019,10.643,0.029,9.997,0.018,92.8703618601652,20.7305626090261,0.001,0.001,90,3375119304176526848,92.87035968407,0.0378,20.73055365886,0.0343,0.547,0.0351,-0.473,0.082,-2.079,0.076,"false",19538.1,66.8763,14.961158,9679.27,140.73,15.386782,14456.1,159.984,14.36179,1.024992,NA,NA,0,5222.77,NA,NA,2.02,2.732,0.185389
"82",451,"SSTGLMC G189.7085+00.7230",189.708537,0.723056,92.465103,20.895444,15.091,0.041,13.69,0.034,13.026,0.03,12.116,0.039,11.623,0.031,92.4651158558943,20.8954853510224,0.014,0.012,90,3375230183053866496,92.46511854654,0.4428,20.89546927512,0.4121,0.0542,0.4786,0.584,0.882,-3.734,0.773,"false",416.596,2.03041,19.139078,59.3645,6.0702,20.91757,667.678,12.5689,17.700502,3.217068,NA,NA,0,NA,NA,NA,NA,NA,0.155016
"83",454,"SSTGLMC G189.9036+00.7192",189.903658,0.719281,92.562391,20.722788,12.836,0.019,12.122,0.021,11.551,0.02,10.496,0.024,10.094,0.028,92.5624182242287,20.7228104006008,0.001,0.001,90,3375215270926691328,92.56241647176,0.0387,20.72280198517,0.0358,0.4864,0.0463,-0.381,0.07,-1.955,0.057,"false",22301.9,28.3314,14.817511,9085.75,62.8993,15.455486,19630,57.4697,14.029621,1.425865,NA,NA,0,4429.33,NA,NA,3.77,4.923,0.12209
"84",461,"SSTGLMC G188.4413+01.1919",188.441324,1.191992,92.247328,22.231204,15.269,0.046,14.237,0.039,13.647,0.036,12.72,0.036,12.251,0.031,92.2473307850691,22.2312068376621,0.007,0.006,90,3423554101348987904,92.2473288658,0.2327,22.23119876193,0.3125,0.1403,0.4387,-0.413,0.471,-1.876,0.386,"false",566.417,3.46029,18.805525,103.006,7.66189,20.319231,790.655,14.5241,17.516953,2.802279,NA,NA,0,NA,NA,NA,NA,NA,0.013802
"85",462,"SSTGLMC G188.1505+01.1238",188.15057,1.123819,92.0305,22.452405,9.053,0.021,9.018,0.023,8.926,0.021,8.851,0.03,8.73,0.027,92.0304993359366,22.4524142152354,0.001,0.001,90,3423575778045073408,92.03050608867,0.0486,22.45239878971,0.0451,0.6244,0.0569,1.449,0.091,-3.583,0.076,"false",3204740,1481.16,9.423884,2127080,4036.34,9.531929,1618960,3748.62,9.238829,0.2931,NA,NA,0,8194.5,0.9862,0.503,NA,NA,0.033248
"86",471,"SSTGLMC G189.2427+00.8946",189.242783,0.894597,92.384692,21.38604,14.667,0.035,13.792,0.03,13.326,0.026,12.885,0.041,12.556,0.035,92.3846973475352,21.3860399727096,0.009,0.008,90,3375398236534178816,92.38470011709,0.2695,21.38602932953,0.2434,0.6028,0.2716,0.599,0.556,-2.472,0.488,"false",817.346,2.9293,18.40735,171.097,37.5427,19.768284,1309.05,48.6335,16.969526,2.798758,NA,NA,0,NA,NA,NA,NA,NA,0.017926
"87",475,"SSTGLMC G189.3560+01.0647",189.356072,1.064764,92.603456,21.369059,15.018,0.039,13.979,0.037,13.447,0.034,12.825,0.037,12.499,0.025,92.6034614917526,21.3690412382835,0.007,0.006,90,3375391330226764288,92.60346407144,0.217,21.36902783673,0.2207,0.3803,0.2899,0.558,0.422,-3.113,0.374,"false",814.363,5.0094,18.411322,148.577,7.5046,19.92151,1136.63,29.4506,17.122875,2.798636,NA,NA,0,NA,NA,NA,NA,NA,0.06654
"88",483,"SSTGLMC G189.0149+01.0472",189.014938,1.047231,92.409894,21.659254,14.393,0.053,13.116,0.036,12.309,0.027,11.093,0.036,10.677,0.032,92.4098961737573,21.659290695398,0.005,0.004,90,3423450571161571328,92.40989597017,0.1799,21.65927931176,0.1561,0.512,0.1977,-0.044,0.346,-2.644,0.274,"false",1102.41,5.16035,18.082512,178.067,12.0917,19.724932,1546.36,27.2105,16.788643,2.936289,NA,NA,0,NA,NA,NA,NA,NA,0.132303
"89",492,"SSTGLMC G187.9256+00.8590",187.925608,0.859039,91.661707,22.520138,NA,NA,15.803,0.135,15.666,0.162,15.483,0.064,15.212,0.077,91.6617391199337,22.5201556117394,0.008,0.007,90,3423762110913591296,91.66173865677,0.307,22.52014539262,0.2678,0.2372,0.3498,-0.099,0.519,-2.373,0.436,"false",777.649,2.27297,18.461407,344.415,18.0001,19.008682,774.608,8.93409,17.539215,1.469467,NA,NA,0,NA,NA,NA,NA,NA,0.124214
"90",504,"SSTGLMC G188.3730+00.8895",188.373022,0.889533,91.925914,22.144191,15.919,0.069,15.579,0.115,15.62,0.149,15.434,0.077,14.879,0.088,91.9259031230013,22.1442552493442,0.004,0.004,90,3423527124656969728,91.92590140682,0.1389,22.14424756406,0.1376,-0.0296,0.1856,-0.369,0.288,-1.785,0.273,"false",1298.48,2.58236,17.90478,516.503,9.91569,18.568707,1176.59,13.9725,17.085354,1.483353,NA,NA,0,NA,NA,NA,NA,NA,0.234124
"91",511,"SSTGLMC G189.1326+00.3287",189.132666,0.328758,91.79633,21.207731,15.853,0.063,15.145,0.066,15.014,0.086,14.792,0.041,14.384,0.056,91.796345644575,21.2077364961438,0.007,0.006,90,3423337252743496192,91.79634430132,0.261,21.20772711299,0.2562,0.3655,0.2891,-0.291,0.448,-2.179,0.374,"false",718.897,1.92029,18.5467,236.509,10.0883,19.41677,810.24,12.3741,17.490385,1.926386,NA,NA,0,NA,NA,NA,NA,NA,0.05611
"92",530,"SSTGLMC G189.1727+00.6810",189.172718,0.681017,92.147608,21.343898,16.14,0.083,15.694,0.113,15.312,0.129,14.881,0.059,14.687,0.056,92.14759426433,21.3438760990078,0.014,0.013,90,3375306805270895616,92.1475911042,0.4248,21.34386729861,0.38,-0.4966,0.4046,-0.684,0.93,-2.044,0.816,"false",325.852,1.5826,19.405813,66.5677,15.9189,20.79323,449.814,10.836,18.12934,2.663891,NA,NA,0,NA,NA,NA,NA,NA,0.09131
"93",532,"SSTGLMC G189.1086+00.6528",189.108625,0.652842,92.087768,21.386272,13.77,0.024,13.485,0.03,13.258,0.031,12.954,0.082,12.597,0.066,92.0877186679198,21.3861583613187,0.001,0.001,90,3423345640816442368,92.08771288445,0.0358,21.3861450934,0.0327,0.6759,0.0345,-1.251,0.071,-3.082,0.06,"false",17853.4,12.2477,15.059061,9163.2,26.0785,15.44627,13105.3,31.3403,14.468304,0.977966,NA,NA,0,5349,0.723,0.3197,1.48,1.606,0.441258
"94",534,"SSTGLMC G188.8432+00.5324",188.843281,0.532469,91.836162,21.559671,14.766,0.032,14.228,0.038,13.961,0.048,13.711,0.058,13.418,0.034,91.8361554971719,21.5596876253769,0.003,0.002,90,3423364160715170304,91.83615447923,0.087,21.55967934549,0.0783,0.4676,0.0985,-0.22,0.174,-1.923,0.158,"false",3199.56,6.68957,16.92564,1132.39,13.9201,17.716396,3175.84,19.8239,16.007273,1.709124,NA,NA,0,4178,NA,NA,NA,NA,0.063688
"95",541,"SSTGLMC G188.8993+00.4325",188.899322,0.432567,91.771687,21.462086,14.812,0.034,14.476,0.05,14.184,0.048,14.05,0.035,13.785,0.038,91.7717066462349,21.4620882369321,0.002,0.002,90,3423361132761930752,91.77171156257,0.0729,21.46207496579,0.0679,0.3677,0.0824,1.063,0.149,-3.082,0.136,"false",3848.96,3.48153,16.725008,1531.61,12.0746,17.388517,3498.69,16.1352,15.902158,1.48636,NA,NA,0,4399.33,NA,NA,NA,NA,0.066313
"96",551,"SSTGLMC G189.2159+00.8812",189.21598,0.881239,92.358212,21.403034,14.487,0.028,13.03,0.025,11.82,0.02,9.883,0.037,9.255,0.035,92.3582086519041,21.4030253272885,0.011,0.011,90,3375399065461632512,92.35821063014,0.3512,21.40301450011,0.3289,0.3129,0.4181,0.428,0.739,-2.515,0.68,"false",437.617,2.85954,19.085629,71.2577,20.7777,20.719309,771.025,23.6304,17.544249,3.17506,NA,NA,0,NA,NA,NA,NA,NA,0.033177
