#medianL medianB  madL  madB  regDL  regDB  medianPmRa  madPmRa  medianPmDec  madPmDec  medianPlx madPlx nObj possibleName tileEdge tileRA tileDEC known unknown
161.658 -0.454 0.028 0.022 0.099 0.099 1.716 0.151 -5.715 0.106 0.728 0.052 73 NGC_1664 0.1 161.6 -0.5 True False
161.652 -0.365 0.027 0.02 0.091 0.093 1.712 0.136 -5.753 0.103 0.715 0.054 27 NGC_1664 0.1 161.6 -0.4 True False
161.727 -0.455 0.02 0.025 0.09 0.099 1.698 0.115 -5.663 0.089 0.739 0.05 45 NGC_1664 0.1 161.7 -0.5 True False
161.726 -0.364 0.017 0.026 0.077 0.085 1.793 0.118 -5.757 0.071 0.749 0.071 18 NGC_1664 0.1 161.7 -0.4 True False
161.831 -0.456 0.015 0.026 0.088 0.097 1.739 0.125 -5.639 0.108 0.752 0.043 16 NGC_1664 0.1 161.8 -0.5 True False
161.967 -2.43 0.019 0.016 0.095 0.099 2.374 0.16 -1.256 0.147 0.288 0.069 30 Berkeley_68 0.1 161.9 -2.5 True False
161.975 -2.367 0.015 0.023 0.096 0.096 2.349 0.124 -1.296 0.104 0.287 0.064 36 Berkeley_68 0.1 161.9 -2.4 True False
162.046 -2.435 0.023 0.012 0.099 0.084 2.352 0.148 -1.302 0.101 0.267 0.067 49 Berkeley_68 0.1 162.0 -2.5 True False
162.033 -2.378 0.021 0.012 0.098 0.085 2.338 0.096 -1.335 0.133 0.279 0.06 50 Berkeley_68 0.1 162.0 -2.4 True False
162.241 -2.14 0.017 0.011 0.097 0.091 0.145 0.092 -1.023 0.101 0.246 0.083 45 unknown 0.1 162.2 -2.2 False True
162.256 1.585 0.021 0.01 0.094 0.085 0.77 0.114 -0.886 0.096 0.338 0.062 40 Berkeley_15 0.1 162.2 1.5 True False
162.259 1.624 0.01 0.011 0.09 0.098 0.728 0.097 -0.875 0.078 0.337 0.068 56 Berkeley_15 0.1 162.2 1.6 True False
162.245 3.574 0.019 0.02 0.097 0.089 -0.375 0.171 -1.604 0.158 0.271 0.055 33 FSR_0716 0.1 162.2 3.5 True False
162.252 3.636 0.017 0.015 0.098 0.098 -0.219 0.095 -1.609 0.097 0.245 0.073 64 FSR_0716 0.1 162.2 3.6 True False
162.781 0.648 0.014 0.019 0.093 0.096 1.544 0.194 0.429 0.105 0.212 0.094 55 Berkeley_14 0.1 162.7 0.6 True False
162.819 0.653 0.01 0.02 0.097 0.098 1.474 0.133 0.437 0.146 0.17 0.067 94 Berkeley_14 0.1 162.8 0.6 True False
162.86 4.251 0.02 0.016 0.086 0.082 -1.523 0.149 -1.255 0.084 0.536 0.06 23 Patchick_3 0.1 162.8 4.2 True False
162.956 0.149 0.025 0.017 0.098 0.085 0.624 0.116 -1.139 0.158 0.331 0.062 52 Skiff_J0458+43.0 0.1 162.9 0.1 True False
162.954 1.151 0.024 0.022 0.081 0.099 -0.24 0.06 -1.333 0.192 0.26 0.058 20 unknown 0.1 162.9 1.1 False True
162.938 4.284 0.012 0.01 0.088 0.095 -1.623 0.046 -1.307 0.045 0.555 0.041 17 Patchick_3 0.1 162.9 4.2 True False
163.077 6.157 0.015 0.013 0.096 0.092 0.49 0.107 -1.139 0.067 0.202 0.062 80 NGC_1883 0.1 163.0 6.1 True False
163.556 4.975 0.015 0.017 0.093 0.093 0.799 0.115 -0.102 0.112 0.167 0.078 37 Berkeley_18 0.1 163.5 4.9 True False
163.562 5.048 0.02 0.02 0.097 0.099 0.869 0.164 -0.078 0.091 0.145 0.074 79 Berkeley_18 0.1 163.5 5.0 True False
163.562 5.139 0.022 0.021 0.099 0.098 0.892 0.209 -0.106 0.156 0.165 0.111 44 Berkeley_18 0.1 163.5 5.1 True False
163.643 4.972 0.018 0.019 0.094 0.1 0.857 0.124 -0.02 0.126 0.159 0.059 38 Berkeley_18 0.1 163.6 4.9 True False
163.635 5.051 0.024 0.022 0.096 0.099 0.835 0.176 -0.006 0.14 0.176 0.102 78 Berkeley_18 0.1 163.6 5.0 True False
164.064 0.55 0.011 0.026 0.093 0.092 0.225 0.102 -0.075 0.16 0.184 0.076 33 unknown 0.1 164.0 0.5 False True
164.176 -1.84 0.016 0.013 0.093 0.096 0.542 0.1 -2.06 0.091 0.302 0.046 44 FSR_0735 0.1 164.1 -1.9 True False
164.346 1.445 0.009 0.011 0.096 0.068 0.417 0.125 -0.277 0.095 0.19 0.112 40 unknown 0.1 164.3 1.4 False True
165.246 0.53 0.016 0.012 0.097 0.09 0.565 0.093 -0.335 0.105 0.139 0.081 48 unknown 0.1 165.2 0.5 False True
166.063 2.468 0.023 0.012 0.098 0.093 0.137 0.135 -0.485 0.091 0.192 0.073 45 unknown 0.1 166.0 2.4 False True
166.37 3.55 0.008 0.01 0.089 0.089 0.092 0.133 -0.265 0.13 0.172 0.059 32 SAI_47 0.1 166.3 3.5 True False
166.664 -1.958 0.019 0.023 0.078 0.088 0.226 0.191 -1.527 0.096 0.237 0.077 34 unknown 0.1 166.6 -2.0 False True
166.86 3.64 0.019 0.017 0.098 0.097 0.939 0.134 -1.885 0.105 0.162 0.084 106 Berkeley_70 0.1 166.8 3.6 True False
167.288 -0.746 0.008 0.014 0.073 0.066 -0.149 0.143 -1.34 0.057 0.251 0.038 25 King_17 0.1 167.2 -0.8 True False
167.434 -0.653 0.012 0.016 0.091 0.088 0.817 0.22 0.032 0.148 0.2 0.086 41 unknown 0.1 167.4 -0.7 False True
167.575 -4.117 0.014 0.012 0.099 0.089 0.239 0.111 -1.446 0.113 0.392 0.094 38 unknown 0.1 167.5 -4.2 False True
167.672 0.741 0.011 0.016 0.072 0.085 0.736 0.152 -0.621 0.085 0.2 0.05 30 unknown 0.1 167.6 0.7 False True
167.626 2.973 0.019 0.016 0.097 0.096 0.238 0.174 -0.145 0.11 0.221 0.061 26 unknown 0.1 167.6 2.9 False True
168.273 1.446 0.014 0.015 0.093 0.098 0.621 0.083 -1.559 0.097 0.264 0.054 51 Czernik_20 0.1 168.2 1.4 True False
168.377 1.256 0.014 0.022 0.099 0.087 0.559 0.097 -1.28 0.083 0.321 0.041 54 NGC_1857 0.1 168.3 1.2 True False
168.368 1.34 0.021 0.028 0.094 0.1 0.585 0.106 -1.341 0.078 0.302 0.048 44 NGC_1857 0.1 168.3 1.3 True False
168.439 1.25 0.022 0.026 0.097 0.1 0.579 0.074 -1.325 0.062 0.319 0.044 80 NGC_1857 0.1 168.4 1.2 True False
168.442 1.333 0.019 0.019 0.082 0.087 0.534 0.068 -1.341 0.069 0.331 0.056 32 NGC_1857 0.1 168.4 1.3 True False
168.946 -2.038 0.025 0.023 0.099 0.084 0.537 0.173 -3.144 0.091 0.588 0.115 45 NGC_1778 0.1 168.9 -2.1 True False
168.951 -1.961 0.017 0.025 0.097 0.099 0.531 0.108 -3.072 0.141 0.553 0.084 35 NGC_1778 0.1 168.9 -2.0 True False
169.45 -3.349 0.017 0.021 0.083 0.094 0.395 0.081 -3.784 0.106 0.821 0.065 34 COIN-Gaia_15 0.1 169.4 -3.4 True False
169.438 3.653 0.025 0.018 0.094 0.096 0.152 0.154 -1.308 0.087 0.287 0.066 52 unknown 0.1 169.4 3.6 False True
170.034 0.26 0.018 0.021 0.08 0.096 1.277 0.166 -3.766 0.127 0.59 0.078 35 COIN-Gaia_16 0.1 170.0 0.2 True False
170.167 6.679 0.02 0.013 0.077 0.098 0.287 0.101 -1.342 0.065 0.313 0.061 23 unknown 0.1 170.1 6.6 False True
170.755 4.644 0.01 0.013 0.092 0.092 0.536 0.114 -1.389 0.079 0.162 0.069 62 Teutsch_2 0.1 170.7 4.6 True False
171.877 0.455 0.015 0.016 0.097 0.09 2.275 0.158 -0.915 0.134 0.206 0.087 62 Czernik_21 0.1 171.8 0.4 True False
171.858 4.53 0.015 0.014 0.072 0.074 -0.353 0.132 -0.441 0.051 0.198 0.062 21 unknown 0.1 171.8 4.5 False True
171.921 0.442 0.019 0.022 0.067 0.093 2.259 0.171 -0.927 0.089 0.198 0.058 40 Czernik_21 0.1 171.9 0.4 True False
172.042 -0.637 0.026 0.027 0.086 0.094 1.977 0.094 -2.835 0.073 0.339 0.064 34 Gulliver_26 0.1 172.0 -0.7 True False
172.044 0.76 0.017 0.023 0.089 0.082 1.609 0.097 -4.424 0.116 0.843 0.06 14 NGC_1912 0.1 172.0 0.7 True False
172.152 0.747 0.024 0.03 0.096 0.097 1.656 0.111 -4.425 0.076 0.838 0.05 36 NGC_1912 0.1 172.1 0.7 True False
172.247 0.658 0.024 0.02 0.098 0.098 1.597 0.175 -4.423 0.12 0.871 0.06 74 NGC_1912 0.1 172.2 0.6 True False
172.25 0.649 0.02 0.03 0.095 0.098 0.014 0.141 -1.97 0.155 0.484 0.061 40 unknown 0.1 172.2 0.6 False True
172.255 0.754 0.032 0.018 0.095 0.097 1.632 0.168 -4.434 0.09 0.852 0.078 48 NGC_1912 0.1 172.2 0.7 True False
172.343 0.661 0.026 0.025 0.087 0.094 1.576 0.181 -4.446 0.11 0.852 0.054 43 NGC_1912 0.1 172.3 0.6 True False
172.341 0.739 0.02 0.023 0.094 0.098 1.557 0.151 -4.4 0.14 0.885 0.05 51 NGC_1912 0.1 172.3 0.7 True False
172.571 0.336 0.022 0.028 0.098 0.098 -0.005 0.138 -3.433 0.126 0.616 0.054 44 NGC_1907 0.1 172.5 0.3 True False
172.645 0.277 0.023 0.019 0.098 0.099 -0.073 0.074 -3.401 0.071 0.606 0.037 66 NGC_1907 0.1 172.6 0.2 True False
172.632 0.328 0.014 0.02 0.098 0.098 -0.018 0.096 -3.424 0.083 0.607 0.044 97 NGC_1907 0.1 172.6 0.3 True False
173.057 -0.137 0.021 0.018 0.098 0.098 0.032 0.14 -2.093 0.187 0.421 0.103 41 Stock_8 0.1 173.0 -0.2 True False
173.244 -0.242 0.027 0.02 0.097 0.092 0.097 0.113 -2.253 0.175 0.419 0.07 38 Stock_8 0.1 173.2 -0.3 True False
173.237 -0.173 0.017 0.02 0.098 0.097 0.115 0.077 -2.211 0.186 0.437 0.033 39 Stock_8 0.1 173.2 -0.2 True False
173.367 -0.178 0.012 0.013 0.086 0.084 0.222 0.111 -2.358 0.146 0.431 0.052 55 Stock_8 0.1 173.3 -0.2 True False
173.577 -1.651 0.01 0.019 0.097 0.094 -0.253 0.132 -1.443 0.13 0.248 0.063 82 NGC_1893 0.1 173.5 -1.7 True False
173.558 -1.575 0.021 0.017 0.091 0.092 -0.135 0.143 -1.253 0.12 0.269 0.071 44 NGC_1893 0.1 173.5 -1.6 True False
173.542 -0.113 0.017 0.011 0.081 0.098 -1.448 0.098 -4.592 0.057 0.752 0.029 13 COIN-Gaia_19 0.1 173.5 -0.2 True False
173.627 -1.655 0.018 0.023 0.096 0.094 -0.126 0.142 -1.478 0.055 0.274 0.053 27 NGC_1893 0.1 173.6 -1.7 True False
173.753 -5.854 0.027 0.02 0.096 0.095 0.764 0.211 -0.683 0.068 0.189 0.111 67 Skiff_J0507+30.8 0.1 173.7 -5.9 True False
173.929 0.254 0.02 0.016 0.083 0.085 0.266 0.121 -1.984 0.131 0.424 0.105 49 unknown 0.1 173.9 0.2 False True
174.067 -8.858 0.019 0.022 0.096 0.088 1.058 0.061 -2.09 0.058 0.364 0.04 27 Czernik_19 0.1 174.0 -8.9 True False
174.051 -0.844 0.025 0.023 0.088 0.094 0.454 0.205 -2.689 0.103 0.448 0.066 27 COIN-Gaia_40 0.1 174.0 -0.9 True False
174.12 -8.851 0.016 0.011 0.081 0.078 1.032 0.075 -2.133 0.081 0.363 0.04 33 Czernik_19 0.1 174.1 -8.9 True False
174.464 -1.851 0.024 0.024 0.091 0.07 0.766 0.169 -1.641 0.194 0.272 0.058 13 Berkeley_69 0.1 174.4 -1.9 True False
174.444 -1.852 0.013 0.015 0.095 0.095 0.837 0.115 -1.957 0.085 0.258 0.052 96 Berkeley_69 0.1 174.4 -1.9 True False
174.474 1.057 0.016 0.025 0.083 0.097 -0.095 0.131 -3.379 0.106 0.824 0.062 42 NGC_1960 0.1 174.4 1.0 True False
174.534 -3.035 0.02 0.02 0.092 0.091 1.128 0.221 -0.326 0.124 0.247 0.172 16 unknown 0.1 174.5 -3.1 False True
174.555 1.066 0.024 0.02 0.098 0.093 -0.132 0.131 -3.421 0.119 0.836 0.041 76 NGC_1960 0.1 174.5 1.0 True False
174.545 1.05 0.023 0.02 0.077 0.089 0.039 0.155 -3.281 0.111 0.833 0.072 15 NGC_1960 0.1 174.5 1.0 True False
174.552 1.128 0.02 0.021 0.098 0.09 -0.171 0.139 -3.398 0.094 0.845 0.04 35 NGC_1960 0.1 174.5 1.1 True False
175.134 7.37 0.026 0.027 0.096 0.095 -0.413 0.111 -1.707 0.147 0.386 0.057 21 UBC68 0.1 175.1 7.3 True False
175.553 1.165 0.016 0.025 0.09 0.094 0.629 0.223 -0.858 0.134 0.213 0.084 35 unknown 0.1 175.5 1.1 False True
175.653 -3.732 0.021 0.022 0.095 0.099 2.621 0.212 -0.358 0.121 0.297 0.08 45 Berkeley_17 0.1 175.6 -3.8 True False
175.657 -3.662 0.018 0.022 0.094 0.098 2.595 0.135 -0.309 0.098 0.273 0.064 84 Berkeley_17 0.1 175.6 -3.7 True False
176.156 5.986 0.015 0.009 0.088 0.087 0.724 0.08 -1.762 0.065 0.392 0.041 36 Koposov_12 0.1 176.1 5.9 True False
176.153 6.045 0.02 0.021 0.096 0.096 0.676 0.068 -1.73 0.056 0.389 0.041 49 Koposov_12 0.1 176.1 6.0 True False
176.379 3.11 0.008 0.008 0.086 0.084 0.463 0.094 -1.739 0.079 0.142 0.069 54 King_8 0.1 176.3 3.1 True False
176.639 0.884 0.015 0.012 0.095 0.094 0.706 0.176 -1.651 0.122 0.217 0.07 52 Berkeley_71 0.1 176.6 0.8 True False
176.635 0.919 0.012 0.013 0.091 0.086 0.7 0.134 -1.603 0.092 0.226 0.075 47 Berkeley_71 0.1 176.6 0.9 True False
176.606 3.714 0.005 0.008 0.076 0.083 0.631 0.079 0.18 0.118 0.21 0.065 20 unknown 0.1 176.6 3.7 False True
176.923 -3.618 0.009 0.01 0.093 0.086 0.762 0.159 -0.309 0.108 0.117 0.086 46 Berkeley_19 0.1 176.9 -3.7 True False
176.926 -3.577 0.022 0.021 0.098 0.088 0.886 0.206 -0.307 0.145 0.233 0.075 24 Berkeley_19 0.1 176.9 -3.6 True False
177.059 -0.427 0.027 0.019 0.094 0.07 0.821 0.096 -3.63 0.11 0.55 0.04 38 Koposov_36 0.1 177.0 -0.5 True False
177.056 -0.381 0.018 0.015 0.095 0.096 0.783 0.098 -3.637 0.122 0.569 0.05 23 Koposov_36 0.1 177.0 -0.4 True False
177.157 -1.431 0.019 0.018 0.095 0.086 0.018 0.152 -1.052 0.088 0.315 0.074 23 unknown 0.1 177.1 -1.5 False True
177.45 2.97 0.027 0.02 0.094 0.08 1.918 0.167 -5.65 0.063 0.646 0.035 21 NGC_2099 0.1 177.4 2.9 True False
177.469 3.052 0.018 0.023 0.095 0.1 1.919 0.138 -5.674 0.093 0.647 0.051 37 NGC_2099 0.1 177.4 3.0 True False
177.445 3.162 0.021 0.031 0.093 0.095 1.904 0.099 -5.647 0.101 0.638 0.046 27 NGC_2099 0.1 177.4 3.1 True False
177.559 2.858 0.028 0.022 0.094 0.093 1.913 0.162 -5.591 0.158 0.63 0.052 20 NGC_2099 0.1 177.5 2.8 True False
177.543 2.96 0.023 0.024 0.094 0.096 1.938 0.141 -5.646 0.111 0.682 0.036 46 NGC_2099 0.1 177.5 2.9 True False
177.564 3.056 0.023 0.026 0.098 0.095 1.923 0.149 -5.634 0.118 0.659 0.038 103 NGC_2099 0.1 177.5 3.0 True False
177.556 3.144 0.024 0.024 0.097 0.095 1.867 0.155 -5.612 0.125 0.657 0.037 92 NGC_2099 0.1 177.5 3.1 True False
177.554 3.236 0.022 0.024 0.095 0.095 1.933 0.101 -5.661 0.161 0.655 0.051 35 NGC_2099 0.1 177.5 3.2 True False
177.64 2.968 0.022 0.013 0.097 0.099 1.912 0.142 -5.655 0.141 0.661 0.036 69 NGC_2099 0.1 177.6 2.9 True False
177.643 3.06 0.026 0.021 0.097 0.094 1.847 0.297 -5.959 0.128 0.648 0.06 49 NGC_2099 0.1 177.6 3.0 True False
177.643 3.062 0.023 0.019 0.099 0.096 1.98 0.125 -5.666 0.099 0.649 0.041 165 NGC_2099 0.1 177.6 3.0 True False
177.65 3.14 0.023 0.019 0.098 0.097 1.917 0.101 -5.619 0.108 0.68 0.045 157 NGC_2099 0.1 177.6 3.1 True False
177.655 3.239 0.024 0.018 0.095 0.096 1.935 0.102 -5.592 0.109 0.69 0.045 46 NGC_2099 0.1 177.6 3.2 True False
177.645 3.337 0.018 0.019 0.088 0.094 1.953 0.137 -5.62 0.165 0.686 0.039 27 NGC_2099 0.1 177.6 3.3 True False
177.743 2.969 0.02 0.021 0.097 0.1 1.907 0.171 -5.625 0.145 0.668 0.044 48 NGC_2099 0.1 177.7 2.9 True False
177.74 3.053 0.025 0.026 0.097 0.097 1.973 0.161 -5.608 0.115 0.677 0.034 89 NGC_2099 0.1 177.7 3.0 True False
177.731 3.134 0.019 0.022 0.097 0.097 1.931 0.132 -5.6 0.149 0.691 0.044 91 NGC_2099 0.1 177.7 3.1 True False
177.836 3.052 0.024 0.02 0.093 0.091 1.833 0.115 -5.647 0.123 0.656 0.062 31 NGC_2099 0.1 177.8 3.0 True False
177.832 3.149 0.02 0.018 0.099 0.087 1.917 0.136 -5.608 0.114 0.678 0.038 26 NGC_2099 0.1 177.8 3.1 True False
179.154 -4.55 0.022 0.033 0.094 0.094 0.364 0.159 -0.418 0.096 0.144 0.066 20 unknown 0.1 179.1 -4.6 False True
179.161 -0.445 0.023 0.017 0.096 0.096 0.607 0.117 -3.514 0.118 0.42 0.058 26 unknown 0.1 179.1 -0.5 False True
179.282 1.263 0.014 0.024 0.084 0.091 0.813 0.092 -1.777 0.098 0.261 0.051 39 Basel_4 0.1 179.2 1.2 True False
179.321 1.26 0.015 0.015 0.094 0.087 0.879 0.076 -1.769 0.064 0.276 0.032 45 Basel_4 0.1 179.3 1.2 True False
179.563 -2.425 0.029 0.016 0.091 0.093 0.992 0.146 -0.293 0.157 0.243 0.095 32 unknown 0.1 179.5 -2.5 False True
179.73 4.832 0.013 0.013 0.091 0.098 -0.746 0.1 -3.259 0.046 0.487 0.038 34 COIN-Gaia_22 0.1 179.7 4.8 True False
179.953 -0.279 0.019 0.013 0.094 0.099 0.844 0.165 -1.963 0.143 0.316 0.072 53 Teutsch_10 0.1 179.9 -0.3 True False
179.931 1.755 0.019 0.015 0.096 0.099 0.007 0.141 -1.638 0.109 0.217 0.073 50 Koposov_43 0.1 179.9 1.7 True False
182.398 -2.275 0.185 0.126 0.962 0.928 0.027 0.085 -4.394 0.129 0.77 0.049 47 unknown 1.0 182.0 -3.0 False True
186.814 0.452 0.131 0.126 0.983 0.865 2.539 0.101 -2.983 0.095 0.959 0.048 43 COIN-Gaia_24 1.0 186.0 0.0 True False
186.67 1.807 0.192 0.123 0.972 0.925 2.317 0.127 -2.91 0.165 1.128 0.042 106 NGC_2168 1.0 186.0 1.0 True False
186.606 2.277 0.137 0.109 0.974 0.934 2.284 0.144 -2.904 0.142 1.135 0.035 433 NGC_2168 1.0 186.0 2.0 True False
186.622 2.366 0.108 0.171 0.828 0.923 2.46 0.211 -3.306 0.267 1.128 0.1 25 NGC_2168 1.0 186.0 2.0 True False
187.293 2.35 0.182 0.242 0.914 0.945 2.299 0.137 -2.959 0.151 1.128 0.043 47 unknown 1.0 187.0 2.0 False True
191.073 6.3 0.047 0.052 0.941 0.912 1.893 0.147 -3.819 0.064 0.66 0.035 48 FSR_0905 1.0 191.0 6.0 True False
182.175 -0.2 0.102 0.052 0.433 0.388 -0.28 0.131 -0.986 0.072 1.032 0.051 38 COIN-Gaia_23 0.5 182.0 -0.5 True False
183.542 -2.288 0.022 0.046 0.455 0.475 1.353 0.067 -2.539 0.062 0.443 0.037 44 FSR_0850,UBC71 0.5 183.5 -2.5 True False
184.292 1.325 0.122 0.096 0.475 0.431 0.679 0.178 -2.002 0.157 0.407 0.057 63 unknown 0.5 184.0 1.0 False True
184.083 2.324 0.046 0.036 0.486 0.419 0.385 0.062 -0.027 0.052 0.524 0.039 41 UBC72 0.5 184.0 2.0 True False
185.662 5.901 0.054 0.036 0.383 0.383 0.459 0.083 -3.207 0.056 0.455 0.044 47 Gulliver_56,UBC73 0.5 185.5 5.5 True False
186.325 1.255 0.052 0.045 0.471 0.422 0.912 0.091 -2.933 0.155 0.426 0.042 69 IC_2157 0.5 186.0 1.0 True False
186.347 1.82 0.1 0.112 0.479 0.497 2.294 0.211 -2.937 0.172 1.119 0.046 49 NGC_2168 0.5 186.0 1.5 True False
186.38 2.261 0.074 0.101 0.478 0.495 2.301 0.139 -2.951 0.167 1.12 0.037 136 NGC_2168 0.5 186.0 2.0 True False
186.855 0.367 0.095 0.064 0.477 0.396 2.598 0.064 -2.961 0.092 0.958 0.033 40 COIN-Gaia_24 0.5 186.5 0.0 True False
186.61 0.15 0.028 0.021 0.499 0.419 0.246 0.056 -2.204 0.054 0.489 0.03 60 NGC_2129 0.5 186.5 0.0 True False
186.882 0.601 0.081 0.07 0.478 0.368 2.457 0.107 -2.943 0.185 0.919 0.12 24 COIN-Gaia_24 0.5 186.5 0.5 True False
186.761 1.845 0.114 0.088 0.492 0.485 2.31 0.13 -2.904 0.131 1.124 0.05 79 NGC_2168 0.5 186.5 1.5 True False
186.67 2.253 0.082 0.087 0.495 0.496 2.273 0.154 -2.907 0.139 1.138 0.034 367 NGC_2168 0.5 186.5 2.0 True False
186.765 2.627 0.086 0.095 0.451 0.436 2.266 0.15 -3.026 0.123 1.11 0.062 57 NGC_2168 0.5 186.5 2.5 True False
187.438 -1.119 0.023 0.025 0.449 0.434 1.063 0.084 -4.152 0.065 0.535 0.028 43 Basel_11b 0.5 187.0 -1.5 True False
187.289 -1.192 0.07 0.107 0.484 0.488 0.137 0.093 -1.908 0.123 0.47 0.055 53 unknown 0.5 187.0 -1.5 False True
187.186 2.776 0.09 0.126 0.461 0.473 0.165 0.123 -1.927 0.133 0.457 0.063 55 unknown 0.5 187.0 2.5 False True
187.832 3.716 0.121 0.152 0.447 0.495 0.567 0.103 -1.467 0.115 0.476 0.061 47 unknown 0.5 187.5 3.5 False True
188.272 3.319 0.127 0.089 0.489 0.485 0.449 0.145 -1.489 0.078 0.502 0.063 32 unknown 0.5 188.0 3.0 False True
188.257 3.771 0.11 0.113 0.477 0.494 0.572 0.156 -1.425 0.096 0.505 0.052 57 unknown 0.5 188.0 3.5 False True
188.186 4.17 0.094 0.108 0.49 0.426 0.666 0.115 -1.407 0.07 0.502 0.045 46 unknown 0.5 188.0 4.0 False True
188.84 3.274 0.07 0.149 0.455 0.491 0.392 0.108 -1.768 0.187 0.486 0.051 55 unknown 0.5 188.5 3.0 False True
189.188 2.333 0.128 0.087 0.482 0.488 0.308 0.102 -1.948 0.152 0.491 0.067 51 unknown 0.5 189.0 2.0 False True
189.283 2.748 0.112 0.118 0.467 0.491 0.359 0.09 -1.829 0.07 0.514 0.035 52 unknown 0.5 189.0 2.5 False True
189.117 3.24 0.062 0.089 0.475 0.472 0.443 0.086 -1.686 0.097 0.528 0.035 53 unknown 0.5 189.0 3.0 False True
189.654 -0.717 0.099 0.106 0.485 0.49 1.134 0.152 -2.587 0.095 0.544 0.086 39 unknown 0.5 189.5 -1.0 False True
189.688 2.72 0.12 0.113 0.466 0.457 0.302 0.127 -1.973 0.133 0.492 0.06 44 unknown 0.5 189.5 2.5 False True
190.163 -2.353 0.062 0.05 0.43 0.422 -0.293 0.093 -3.681 0.08 0.54 0.043 42 COIN-Gaia_41 0.5 190.0 -2.5 True False
190.961 -0.752 0.026 0.093 0.468 0.462 -0.352 0.179 -1.109 0.091 0.436 0.042 43 FSR_0904 0.5 190.5 -1.0 True False
191.239 -3.823 0.127 0.123 0.483 0.475 0.153 0.068 -1.112 0.076 0.547 0.044 39 UBC76 0.5 191.0 -4.0 True False
191.045 -0.766 0.024 0.041 0.476 0.413 -0.485 0.093 -1.094 0.075 0.457 0.033 49 FSR_0904 0.5 191.0 -1.0 True False
191.062 6.294 0.04 0.048 0.466 0.437 1.904 0.079 -3.844 0.061 0.633 0.027 51 FSR_0905 0.5 191.0 6.0 True False
191.899 0.816 0.046 0.138 0.481 0.486 -0.07 0.122 -1.306 0.124 0.47 0.038 50 unknown 0.5 191.5 0.5 False True
192.767 -8.383 0.083 0.085 0.444 0.482 0.684 0.074 -3.615 0.06 0.919 0.038 28 COIN-Gaia_27 0.5 192.5 -8.5 True False
192.832 1.609 0.05 0.068 0.482 0.485 -0.463 0.135 -1.294 0.122 0.519 0.118 44 unknown 0.5 192.5 1.5 False True
194.413 -0.877 0.055 0.068 0.494 0.456 -0.471 0.082 -0.988 0.079 0.538 0.03 34 unknown 0.5 194.0 -1.0 False True
196.694 -0.591 0.026 0.031 0.368 0.358 -0.082 0.118 -2.823 0.068 0.354 0.04 37 FSR_0953 0.5 196.5 -1.0 True False
196.632 0.344 0.066 0.065 0.414 0.43 0.247 0.071 0.049 0.06 0.554 0.031 96 FSR_0951,UBC79 0.5 196.5 0.0 True False
197.234 -2.356 0.028 0.035 0.456 0.402 0.543 0.062 -1.425 0.072 0.326 0.017 71 NGC_2194 0.5 197.0 -2.5 True False
197.802 -3.316 0.045 0.038 0.459 0.407 -0.35 0.098 -1.169 0.068 0.383 0.03 52 FSR_0968 0.5 197.5 -3.5 True False
199.221 -1.77 0.082 0.099 0.469 0.487 -0.521 0.162 -1.04 0.14 0.441 0.059 60 unknown 0.5 199.0 -2.0 False True
199.298 -0.748 0.131 0.103 0.496 0.491 -0.656 0.162 -1.046 0.195 0.44 0.097 72 unknown 0.5 199.0 -1.0 False True
199.705 -0.764 0.131 0.086 0.491 0.493 -0.731 0.161 -1.163 0.107 0.464 0.082 67 unknown 0.5 199.5 -1.0 False True
180.093 4.315 0.031 0.043 0.19 0.182 0.355 0.111 -1.05 0.113 0.21 0.087 62 unknown 0.2 180.0 4.2 False True
180.528 0.842 0.031 0.029 0.198 0.197 0.054 0.118 -1.812 0.177 0.25 0.066 122 Czernik_23 0.2 180.4 0.8 True False
180.523 4.65 0.023 0.03 0.165 0.175 -0.031 0.098 -0.802 0.077 0.194 0.066 43 FSR_0833 0.2 180.4 4.6 True False
180.732 0.866 0.027 0.035 0.193 0.197 0.311 0.104 -0.203 0.102 0.183 0.062 53 unknown 0.2 180.6 0.8 False True
180.898 4.101 0.04 0.046 0.193 0.199 0.296 0.196 -0.995 0.202 0.203 0.079 73 unknown 0.2 180.8 4.0 False True
182.323 4.271 0.035 0.042 0.197 0.195 -0.072 0.185 -0.956 0.199 0.197 0.069 84 unknown 0.2 182.2 4.2 False True
182.731 0.48 0.02 0.017 0.167 0.191 0.573 0.163 -0.398 0.152 0.219 0.075 96 Teutsch_51 0.2 182.6 0.4 True False
183.326 -4.714 0.039 0.043 0.197 0.192 0.585 0.091 -0.194 0.247 0.204 0.059 35 unknown 0.2 183.2 -4.8 False True
183.268 3.883 0.039 0.033 0.192 0.192 -0.164 0.222 -1.667 0.125 0.291 0.086 97 unknown 0.2 183.2 3.8 False True
183.508 -2.299 0.032 0.036 0.192 0.191 1.313 0.101 -2.555 0.08 0.441 0.054 121 FSR_0850,UBC71 0.2 183.4 -2.4 True False
184.116 -0.44 0.026 0.026 0.189 0.186 0.455 0.158 -1.834 0.126 0.299 0.066 80 FSR_0852 0.2 184.0 -0.6 True False
184.089 2.324 0.05 0.024 0.19 0.18 0.387 0.07 -0.027 0.1 0.499 0.053 49 UBC72 0.2 184.0 2.2 True False
